LTER.site,Locale,Species.code,Year,Abundance
CedarCreek,280,Trigonotylus coelestialium,2006,1
CedarCreek,280,Nabis americoferus,1996,14
CedarCreek,280,Nabis americoferus,1997,1
CedarCreek,280,Nabis americoferus,1998,1
CedarCreek,280,Nabis americoferus,1999,1
CedarCreek,280,Nabis americoferus,2005,1
CedarCreek,280,Draeculacephala undet,1996,1
CedarCreek,280,Macrosteles fascifrons,1996,2
CedarCreek,280,Macrosteles fascifrons,1997,2
CedarCreek,280,Macrosteles fascifrons,1999,2
CedarCreek,280,Macrosteles fascifrons,2000,1
CedarCreek,280,Macrosteles fascifrons,2004,3
CedarCreek,280,Macrosteles fascifrons,2005,1
CedarCreek,280,Delphacodes campestris,1996,30
CedarCreek,280,Delphacodes campestris,1997,2.66666666666667
CedarCreek,280,Delphacodes campestris,1998,2
CedarCreek,280,Delphacodes campestris,1999,1
CedarCreek,280,Delphacodes undet,1996,8
CedarCreek,280,Delphacodes undet,1997,3
CedarCreek,280,Delphacodes undet,2002,3
CedarCreek,280,Delphacodes undet,2003,1
CedarCreek,280,Tetrastichus undet,1996,27
CedarCreek,280,Tetrastichus undet,1997,8
CedarCreek,280,Tetrastichus undet,1998,3
CedarCreek,280,Tetrastichus undet,1999,22
CedarCreek,280,Tetrastichus undet,2000,34
CedarCreek,280,Tetrastichus undet,2004,1
CedarCreek,280,Tetrastichus undet,2005,1
CedarCreek,280,Tetrastichus undet,2006,1
CedarCreek,280,Trimorus undet,1996,2
CedarCreek,280,Trimorus undet,1997,1
CedarCreek,280,Crambus undet,1996,1
CedarCreek,280,Oecanthus undet,1996,1
CedarCreek,280,Notoxus bifasciatus,1997,3
CedarCreek,280,Notoxus bifasciatus,1998,4
CedarCreek,280,Notoxus bifasciatus,1999,1
CedarCreek,280,Notoxus bifasciatus,2000,1
CedarCreek,280,Epicauta undet,1997,1
CedarCreek,280,Hylemya undet,1997,3
CedarCreek,280,Hylemya undet,2000,1
CedarCreek,280,Hylemya undet,2004,1
CedarCreek,280,Chrysotus undet,1997,2
CedarCreek,280,Chrysotus undet,2002,2
CedarCreek,280,Schoenomyza undet,1997,1
CedarCreek,280,Nesosteles neglectus,1997,1
CedarCreek,280,Nesosteles neglectus,1998,1
CedarCreek,280,Nesosteles neglectus,1999,2
CedarCreek,280,Nesosteles neglectus,2002,1
CedarCreek,280,Nesosteles neglectus,2003,9
CedarCreek,280,Nesosteles neglectus,2004,1
CedarCreek,280,Ageneotettix deorum,1997,1
CedarCreek,280,Melanoplus femurrubrum,1997,7
CedarCreek,280,Melanoplus femurrubrum,1998,1
CedarCreek,280,Phoetaliotes nebrascensis,1997,2
CedarCreek,280,Phoetaliotes nebrascensis,1998,4
CedarCreek,280,Tetragnatha undet,1997,2
CedarCreek,280,Tetragnatha undet,1999,1
CedarCreek,280,Tetragnatha undet,2000,1
CedarCreek,280,Medeterus undet,1997,1
CedarCreek,280,Medeterus undet,1998,1
CedarCreek,280,Medeterus undet,1999,2
CedarCreek,280,Medeterus undet,2002,3
CedarCreek,280,Medeterus undet,2003,1
CedarCreek,280,Nysius niger,1997,1
CedarCreek,280,Nysius niger,1998,1
CedarCreek,280,Nysius niger,2003,1
CedarCreek,280,Philaenus spumarius,1997,1
CedarCreek,280,Monomorium minimum,1997,2.5
CedarCreek,280,Monomorium minimum,1998,1
CedarCreek,280,Monomorium minimum,1999,13
CedarCreek,280,Monomorium minimum,2000,8
CedarCreek,280,Monomorium minimum,2002,1
CedarCreek,280,Monomorium minimum,2004,3
CedarCreek,280,Monomorium minimum,2005,3
CedarCreek,280,Asyndetus undet,1998,1
CedarCreek,280,Asyndetus undet,1999,1
CedarCreek,280,Cymus undet,1998,1
CedarCreek,280,Athysanus argentarius,1998,1
CedarCreek,280,Athysanus argentarius,2000,1
CedarCreek,280,Melanoplus sanguinipes,1998,1
CedarCreek,280,Senotainia undet,1998,1
CedarCreek,280,Exitianus exitiosus,1998,1
CedarCreek,280,Exitianus exitiosus,2000,4
CedarCreek,280,Exitianus exitiosus,2002,1
CedarCreek,280,Exitianus exitiosus,2003,1
CedarCreek,280,Exitianus exitiosus,2004,1
CedarCreek,280,Exitianus exitiosus,2006,1
CedarCreek,280,Dialictus pilosus,1998,1
CedarCreek,280,Araneus undet,1999,1
CedarCreek,280,Epicauta fabricii,1999,1
CedarCreek,280,Phthiria undet,1999,1
CedarCreek,280,Phthiria undet,2000,1
CedarCreek,280,Phthiria undet,2006,1
CedarCreek,280,Dikraneura undet,1999,1
CedarCreek,280,Laevicephalus unicoloratus,1999,1
CedarCreek,280,Laevicephalus unicoloratus,2002,1
CedarCreek,280,Laevicephalus unicoloratus,2003,1
CedarCreek,280,Laevicephalus unicoloratus,2005,2
CedarCreek,280,Laevicephalus unicoloratus,2006,1
CedarCreek,280,Leptocera undet,1999,2
CedarCreek,280,Liburniella ornata,1999,1
CedarCreek,280,Liburniella ornata,2002,1
CedarCreek,280,Centrinaspis? undet,2000,1
CedarCreek,280,Psen undet,2000,1
CedarCreek,280,Psen undet,2002,1
CedarCreek,280,Bracon undet,2000,1
CedarCreek,280,Proformica neogagates,2000,1
CedarCreek,280,Proformica neogagates,2002,1
CedarCreek,280,Cerodontha undet,2002,1
CedarCreek,280,Plunomia undet,2002,1
CedarCreek,280,Chlorotettix undet,2002,2
CedarCreek,280,Perilampus undet,2002,1
CedarCreek,280,Perilampus undet,2006,1
CedarCreek,280,Hypolampis pilosa,2004,2
CedarCreek,280,Paragus undet,2004,1
CedarCreek,280,Typhlocyba undet,2004,1
CedarCreek,280,Polyamia obtecta,2005,1
CedarCreek,282,Argiope undet,1996,4
CedarCreek,282,Argiope undet,1998,2
CedarCreek,282,Agromyza undet,1996,1
CedarCreek,282,Incertella undet,1996,14
CedarCreek,282,Incertella undet,1997,1
CedarCreek,282,Incertella undet,1998,1
CedarCreek,282,Incertella undet,1999,2
CedarCreek,282,Incertella undet,2002,2
CedarCreek,282,Incertella undet,2005,1
CedarCreek,282,Olcella undet,1996,4
CedarCreek,282,Olcella undet,1997,2
CedarCreek,282,Olcella undet,1998,3
CedarCreek,282,Olcella undet,1999,2
CedarCreek,282,Olcella undet,2000,1
CedarCreek,282,Olcella undet,2002,22
CedarCreek,282,Olcella undet,2003,6
CedarCreek,282,Olcella undet,2005,3
CedarCreek,282,Olcella undet,2006,2
CedarCreek,282,Oscinella undet,1996,1
CedarCreek,282,Oscinella undet,1997,3
CedarCreek,282,Oscinella undet,1998,1
CedarCreek,282,Oscinella undet,1999,1.5
CedarCreek,282,Oscinella undet,2000,1.5
CedarCreek,282,Oscinella undet,2002,8
CedarCreek,282,Oscinella undet,2004,2
CedarCreek,282,Oscinella undet,2005,1
CedarCreek,282,Oscinella undet,2006,1
CedarCreek,282,Philygria debilis,1996,5
CedarCreek,282,Philygria debilis,1997,39
CedarCreek,282,Philygria debilis,1998,2
CedarCreek,282,Philygria debilis,1999,1
CedarCreek,282,Philygria debilis,2000,1
CedarCreek,282,Trupanea actinobola,1996,1
CedarCreek,282,Trupanea actinobola,2000,2
CedarCreek,282,Trupanea actinobola,2002,1
CedarCreek,282,Trigonotylus coelestialium,1996,7
CedarCreek,282,Trigonotylus coelestialium,1997,1
CedarCreek,282,Trigonotylus coelestialium,2000,2
CedarCreek,282,Trigonotylus coelestialium,2003,1
CedarCreek,282,Nabis americoferus,1996,4
CedarCreek,282,Nabis americoferus,1997,1
CedarCreek,282,Nabis americoferus,1998,1
CedarCreek,282,Nabis americoferus,1999,1
CedarCreek,282,Nabis americoferus,2006,1
CedarCreek,282,Laevicephalus unicoloratus,1996,5
CedarCreek,282,Laevicephalus unicoloratus,1998,3
CedarCreek,282,Laevicephalus unicoloratus,1999,1
CedarCreek,282,Laevicephalus unicoloratus,2000,2
CedarCreek,282,Laevicephalus unicoloratus,2003,1
CedarCreek,282,Laevicephalus unicoloratus,2006,1
CedarCreek,282,Delphacodes campestris,1996,9
CedarCreek,282,Delphacodes campestris,1997,2
CedarCreek,282,Delphacodes campestris,2000,2
CedarCreek,282,Delphacodes campestris,2003,2
CedarCreek,282,Delphacodes undet,1996,2
CedarCreek,282,Delphacodes undet,1997,3
CedarCreek,282,Delphacodes undet,1999,1
CedarCreek,282,Delphacodes undet,2000,3
CedarCreek,282,Tetrastichus undet,1996,2
CedarCreek,282,Tetrastichus undet,1997,2
CedarCreek,282,Tetrastichus undet,1998,2
CedarCreek,282,Tetrastichus undet,1999,5
CedarCreek,282,Tetrastichus undet,2000,8
CedarCreek,282,Tetrastichus undet,2004,1
CedarCreek,282,Tetrastichus undet,2006,1
CedarCreek,282,Tryphon viator,1996,1
CedarCreek,282,Telenomus undet,1996,1
CedarCreek,282,Trimorus undet,1996,1
CedarCreek,282,Crambus undet,1996,3
CedarCreek,282,Crambus undet,1997,1.5
CedarCreek,282,Oecanthus undet,1996,1
CedarCreek,282,Coleoptera undet,1997,1
CedarCreek,282,Notoxus anchora,1997,3
CedarCreek,282,Notoxus anchora,1998,1
CedarCreek,282,Notoxus bifasciatus,1997,10
CedarCreek,282,Notoxus bifasciatus,1998,4
CedarCreek,282,Notoxus bifasciatus,1999,4
CedarCreek,282,Notoxus bifasciatus,2000,8
CedarCreek,282,Hylemya undet,1997,4
CedarCreek,282,Hylemya undet,1998,1
CedarCreek,282,Hylemya undet,2000,6
CedarCreek,282,Plunomia undet,1997,1
CedarCreek,282,Chrysotus undet,1997,1.5
CedarCreek,282,Chrysotus undet,1999,2
CedarCreek,282,Chrysotus undet,2000,1
CedarCreek,282,Chrysotus undet,2002,1
CedarCreek,282,Chrysotus undet,2005,1
CedarCreek,282,Nostima undet,1997,1
CedarCreek,282,Leptocera undet,1997,2.5
CedarCreek,282,Leptocera undet,1999,1
CedarCreek,282,Leptocera undet,2004,1
CedarCreek,282,Trisacantha undet,1997,1
CedarCreek,282,Melanoplus femurrubrum,1997,1
CedarCreek,282,Phoetaliotes nebrascensis,1997,3
CedarCreek,282,Phoetaliotes nebrascensis,1998,3
CedarCreek,282,Araneus undet,1997,1
CedarCreek,282,Tetragnatha undet,1997,1
CedarCreek,282,Tetragnatha undet,2000,2
CedarCreek,282,Tetragnatha undet,2002,2
CedarCreek,282,Tibellus undet,1997,1
CedarCreek,282,Chamaemyia undet,1997,1
CedarCreek,282,Macrosteles fascifrons,1997,2
CedarCreek,282,Macrosteles fascifrons,1999,1
CedarCreek,282,Macrosteles fascifrons,2002,6
CedarCreek,282,Macrosteles fascifrons,2004,6
CedarCreek,282,Macrosteles fascifrons,2005,2
CedarCreek,282,Macrosteles fascifrons,2006,1
CedarCreek,282,Monomorium minimum,1997,2
CedarCreek,282,Monomorium minimum,1998,2
CedarCreek,282,Monomorium minimum,1999,9.5
CedarCreek,282,Monomorium minimum,2000,2
CedarCreek,282,Monomorium minimum,2002,1
CedarCreek,282,Monomorium minimum,2004,1
CedarCreek,282,Thaumatomyia glabra,1997,1
CedarCreek,282,Medeterus undet,1997,2
CedarCreek,282,Medeterus undet,1998,5
CedarCreek,282,Medeterus undet,1999,6
CedarCreek,282,Medeterus undet,2002,1
CedarCreek,282,Medeterus undet,2003,3
CedarCreek,282,Cheilosia undet,1997,1
CedarCreek,282,Asyndetus undet,1998,2
CedarCreek,282,Asyndetus undet,2005,1
CedarCreek,282,Mesorhaga undet,1998,1
CedarCreek,282,Schoenomyza undet,1998,1
CedarCreek,282,Commellus comma,1998,1
CedarCreek,282,Endria inimica,1998,1
CedarCreek,282,Endria inimica,2004,2
CedarCreek,282,Nesosteles neglectus,1998,3
CedarCreek,282,Nesosteles neglectus,2000,1
CedarCreek,282,Nesosteles neglectus,2002,1
CedarCreek,282,Nesosteles neglectus,2003,12
CedarCreek,282,Nesosteles neglectus,2004,1
CedarCreek,282,Aphalara undet,1998,1
CedarCreek,282,Nehalennia irene,1998,1
CedarCreek,282,Melanoplus angustipennis,1998,1
CedarCreek,282,Exitianus exitiosus,1998,1
CedarCreek,282,Exitianus exitiosus,1999,1
CedarCreek,282,Exitianus exitiosus,2000,6
CedarCreek,282,Exitianus exitiosus,2006,1
CedarCreek,282,Hyperaspis 4-vittata,1999,2
CedarCreek,282,Stereopalpus vestitus,1999,1
CedarCreek,282,Stereopalpus vestitus,2000,1
CedarCreek,282,Phthiria undet,1999,1
CedarCreek,282,Phthiria undet,2000,1
CedarCreek,282,Phthiria undet,2002,1
CedarCreek,282,Phthiria undet,2006,1
CedarCreek,282,Amphicnephes pullus,1999,2
CedarCreek,282,Metaphidippus undet,1999,1
CedarCreek,282,Metaphidippus undet,2005,1
CedarCreek,282,Cicindela scutellaris,1999,1
CedarCreek,282,Coenosia undet,1999,2
CedarCreek,282,Coenosia undet,2000,1
CedarCreek,282,Coenosia undet,2005,2
CedarCreek,282,Platycheirus undet,1999,1
CedarCreek,282,Platycheirus undet,2004,1
CedarCreek,282,Lasius neoniger,1999,1
CedarCreek,282,Lasius neoniger,2000,2
CedarCreek,282,Lasius neoniger,2004,1
CedarCreek,282,Paratrechina parvula,1999,2
CedarCreek,282,Larinia undet,2000,1
CedarCreek,282,Cerodontha undet,2000,1
CedarCreek,282,Psen undet,2000,1
CedarCreek,282,Acanthepeira stellata,2000,1
CedarCreek,282,Chaetocnema undet,2000,1
CedarCreek,282,Perilampus undet,2000,1
CedarCreek,282,Diabrotica 11-punctata,2002,2
CedarCreek,282,Mesograpta marginata,2002,1
CedarCreek,282,Mesograpta marginata,2004,1
CedarCreek,282,Neaspilota undet,2002,1
CedarCreek,282,Lygus lineolaris,2002,14
CedarCreek,282,Lygus lineolaris,2003,4
CedarCreek,282,Lygus lineolaris,2005,2
CedarCreek,282,Lygus lineolaris,2006,1
CedarCreek,282,Arhyssus lateralis,2002,1
CedarCreek,282,Draeculacephala undet,2002,1
CedarCreek,282,Liburniella ornata,2002,1
CedarCreek,282,Dialictus undet,2002,3
CedarCreek,282,Dialictus undet,2006,1
CedarCreek,282,Misumenops asperatus,2003,1
CedarCreek,282,Aceratagallia sanguinolenta,2003,1
CedarCreek,282,Parabolocratus undet,2003,1
CedarCreek,282,Liriomyza undet,2004,1
CedarCreek,282,Empoasca fabae,2004,4
CedarCreek,282,Hippodamia convergens,2005,1
CedarCreek,282,Camptoprosopella undet,2005,4
CedarCreek,282,Orius insidiosus,2005,1
CedarCreek,282,Polyamia obtecta,2005,2
CedarCreek,282,Encyrtus undet,2005,1
CedarCreek,282,Proformica neogagates,2005,2
CedarCreek,282,Proformica neogagates,2006,1
CedarCreek,282,Nysius niger,2006,1
CedarCreek,283,Argiope undet,1996,1
CedarCreek,283,Argiope undet,1999,1
CedarCreek,283,Tetragnatha undet,1996,1
CedarCreek,283,Tetragnatha undet,1997,4
CedarCreek,283,Tetragnatha undet,1999,2
CedarCreek,283,Tetragnatha undet,2000,1
CedarCreek,283,Tetragnatha undet,2002,1
CedarCreek,283,Tetragnatha undet,2005,2
CedarCreek,283,Smicronyx undet,1996,1
CedarCreek,283,Agromyza undet,1996,1
CedarCreek,283,Incertella undet,1996,3
CedarCreek,283,Incertella undet,1997,6.5
CedarCreek,283,Olcella undet,1996,1
CedarCreek,283,Olcella undet,1997,1
CedarCreek,283,Olcella undet,1999,1
CedarCreek,283,Olcella undet,2000,1
CedarCreek,283,Olcella undet,2002,1
CedarCreek,283,Olcella undet,2005,2
CedarCreek,283,Olcella undet,2006,3
CedarCreek,283,Oscinella undet,1996,4
CedarCreek,283,Oscinella undet,1997,2
CedarCreek,283,Oscinella undet,1998,1
CedarCreek,283,Oscinella undet,1999,3
CedarCreek,283,Oscinella undet,2002,10
CedarCreek,283,Oscinella undet,2005,1
CedarCreek,283,Pipunculus undet,1996,1
CedarCreek,283,Mesograpta marginata,1996,1
CedarCreek,283,Mesograpta marginata,1998,1
CedarCreek,283,Mesograpta marginata,2002,1
CedarCreek,283,Trigonotylus coelestialium,1996,5
CedarCreek,283,Trigonotylus coelestialium,1997,2.5
CedarCreek,283,Trigonotylus coelestialium,1998,2
CedarCreek,283,Trigonotylus coelestialium,1999,2
CedarCreek,283,Trigonotylus coelestialium,2000,5
CedarCreek,283,Trigonotylus coelestialium,2002,3
CedarCreek,283,Trigonotylus coelestialium,2003,3
CedarCreek,283,Trigonotylus coelestialium,2004,1
CedarCreek,283,Trigonotylus coelestialium,2005,3
CedarCreek,283,Nabis americoferus,1996,18
CedarCreek,283,Nabis americoferus,1997,1
CedarCreek,283,Nabis americoferus,1998,1
CedarCreek,283,Nabis americoferus,1999,1
CedarCreek,283,Nabis americoferus,2005,2
CedarCreek,283,Endria inimica,1996,1
CedarCreek,283,Endria inimica,1999,2
CedarCreek,283,Endria inimica,2000,5
CedarCreek,283,Laevicephalus unicoloratus,1996,2
CedarCreek,283,Laevicephalus unicoloratus,1999,1
CedarCreek,283,Laevicephalus unicoloratus,2000,5
CedarCreek,283,Laevicephalus unicoloratus,2002,4
CedarCreek,283,Laevicephalus unicoloratus,2003,3
CedarCreek,283,Laevicephalus unicoloratus,2005,1
CedarCreek,283,Laevicephalus unicoloratus,2006,1
CedarCreek,283,Macrosteles fascifrons,1996,1
CedarCreek,283,Macrosteles fascifrons,1997,3
CedarCreek,283,Macrosteles fascifrons,2002,2
CedarCreek,283,Macrosteles fascifrons,2004,3
CedarCreek,283,Macrosteles fascifrons,2005,3
CedarCreek,283,Polyamia obtecta,1996,1
CedarCreek,283,Polyamia obtecta,2005,1
CedarCreek,283,Delphacodes campestris,1996,8
CedarCreek,283,Delphacodes campestris,1997,3
CedarCreek,283,Delphacodes campestris,1998,3
CedarCreek,283,Delphacodes campestris,2005,1
CedarCreek,283,Delphacodes undet,1996,9
CedarCreek,283,Delphacodes undet,1997,2
CedarCreek,283,Delphacodes undet,2000,2
CedarCreek,283,Delphacodes undet,2004,2
CedarCreek,283,Neogonatopus undet,1996,1
CedarCreek,283,Tetrastichus undet,1996,11
CedarCreek,283,Tetrastichus undet,1997,7
CedarCreek,283,Tetrastichus undet,1998,12
CedarCreek,283,Tetrastichus undet,1999,28
CedarCreek,283,Tetrastichus undet,2000,25
CedarCreek,283,Tetrastichus undet,2002,1
CedarCreek,283,Tetrastichus undet,2004,1
CedarCreek,283,Tetrastichus undet,2006,3
CedarCreek,283,Crambus undet,1996,1
CedarCreek,283,Crambus undet,1999,1
CedarCreek,283,Phoetaliotes nebrascensis,1996,3
CedarCreek,283,Phoetaliotes nebrascensis,1998,3
CedarCreek,283,Phoetaliotes nebrascensis,2000,1
CedarCreek,283,Conocephalus saltans,1996,1
CedarCreek,283,Conocephalus saltans,1999,1
CedarCreek,283,Notoxus anchora,1997,1
CedarCreek,283,Aleochara undet,1997,1
CedarCreek,283,Hylemya undet,1997,4
CedarCreek,283,Hylemya undet,1998,2
CedarCreek,283,Hylemya undet,2005,1
CedarCreek,283,Hylemya undet,2006,1
CedarCreek,283,Chrysotus undet,1997,1.5
CedarCreek,283,Chrysotus undet,1999,4
CedarCreek,283,Chrysotus undet,2002,5
CedarCreek,283,Nostima undet,1997,1
CedarCreek,283,Philygria debilis,1997,36
CedarCreek,283,Philygria debilis,1998,8
CedarCreek,283,Philygria debilis,1999,1
CedarCreek,283,Philygria debilis,2000,2
CedarCreek,283,Philygria debilis,2004,1
CedarCreek,283,Quantas sayi?,1997,1
CedarCreek,283,Monomorium minimum,1997,2
CedarCreek,283,Monomorium minimum,1999,5
CedarCreek,283,Monomorium minimum,2000,4
CedarCreek,283,Monomorium minimum,2005,12
CedarCreek,283,Monomorium minimum,2006,6
CedarCreek,283,Lissonota undet,1997,1
CedarCreek,283,Melanoplus angustipennis,1997,1
CedarCreek,283,Melanoplus femurrubrum,1997,5
CedarCreek,283,Araneus pratense,1997,1
CedarCreek,283,Odontocorynus scutellumalbum,1997,1
CedarCreek,283,Odontocorynus scutellumalbum,1998,1
CedarCreek,283,Odontocorynus scutellumalbum,2000,1
CedarCreek,283,Cerodontha undet,1997,1
CedarCreek,283,Cerodontha undet,2005,1
CedarCreek,283,Chamaemyia undet,1997,2
CedarCreek,283,Meromyza americana,1997,1
CedarCreek,283,Thaumatomyia glabra,1997,1
CedarCreek,283,Medeterus undet,1997,2
CedarCreek,283,Medeterus undet,1998,3.5
CedarCreek,283,Medeterus undet,1999,2
CedarCreek,283,Medeterus undet,2000,2
CedarCreek,283,Medeterus undet,2002,1
CedarCreek,283,Medeterus undet,2003,2
CedarCreek,283,Medeterus undet,2005,1
CedarCreek,283,Myrmica americana,1997,1
CedarCreek,283,Myrmica americana,2000,1
CedarCreek,283,Acanthepeira stellata,1997,1
CedarCreek,283,Acanthepeira stellata,2000,1
CedarCreek,283,Dictyna undet,1997,1
CedarCreek,283,Pseudodinia undet,1997,1
CedarCreek,283,Dolichopus undet,1997,1
CedarCreek,283,Leptocera undet,1997,5
CedarCreek,283,Leptocera undet,1999,1
CedarCreek,283,Leptocera undet,2004,1
CedarCreek,283,Platycheirus undet,1997,2
CedarCreek,283,Platycheirus undet,2004,1
CedarCreek,283,Temelucha undet,1997,1
CedarCreek,283,Telenomus undet,1997,1
CedarCreek,283,Telenomus undet,2005,1
CedarCreek,283,Trisulcus undet,1997,1
CedarCreek,283,Hyperaspis 4-vittata,1998,2
CedarCreek,283,Hyperaspis 4-vittata,1999,4
CedarCreek,283,Centrinaspis? undet,1998,2
CedarCreek,283,Centrinaspis? undet,1999,1
CedarCreek,283,Bibiodes undet,1998,1
CedarCreek,283,Athysanus argentarius,1998,1
CedarCreek,283,Dibrachys undet,1998,1
CedarCreek,283,Orius insidiosus,1998,1
CedarCreek,283,Orius insidiosus,2002,1
CedarCreek,283,Encyrtus undet,1998,1
CedarCreek,283,Eritettix simplex,1998,1
CedarCreek,283,Notoxus bifasciatus,1999,3
CedarCreek,283,Notoxus bifasciatus,2000,2
CedarCreek,283,Asyndetus undet,1999,2
CedarCreek,283,Amphicnephes pullus,1999,1
CedarCreek,283,Sepsis undet,1999,1
CedarCreek,283,Dikraneura undet,1999,1
CedarCreek,283,Liburniella ornata,1999,1
CedarCreek,283,Psen undet,1999,1
CedarCreek,283,Tibellus undet,1999,1
CedarCreek,283,Cyphon obscurus?,1999,1
CedarCreek,283,Chlorotettix undet,1999,1
CedarCreek,283,Chlorotettix undet,2000,1
CedarCreek,283,Chlorotettix undet,2002,1
CedarCreek,283,Chlorotettix undet,2005,1
CedarCreek,283,Nesosteles neglectus,1999,1
CedarCreek,283,Nesosteles neglectus,2000,1
CedarCreek,283,Nesosteles neglectus,2002,2
CedarCreek,283,Nesosteles neglectus,2003,13
CedarCreek,283,Nesosteles neglectus,2004,3
CedarCreek,283,Dialictus undet,1999,1
CedarCreek,283,Dialictus undet,2003,1
CedarCreek,283,Pyrausta undet,1999,1
CedarCreek,283,Chaetocnema undet,2000,1
CedarCreek,283,Dioxyna piccicola,2000,1
CedarCreek,283,Exitianus exitiosus,2000,1
CedarCreek,283,Lasius neoniger,2000,1
CedarCreek,283,Lasius neoniger,2002,1
CedarCreek,283,Lasius neoniger,2005,6
CedarCreek,283,Diabrotica 11-punctata,2002,1
CedarCreek,283,Diabrotica 11-punctata,2004,1
CedarCreek,283,Coenosia undet,2002,2
CedarCreek,283,Coenosia undet,2005,2
CedarCreek,283,Arhyssus lateralis,2002,2
CedarCreek,283,Draeculacephala undet,2002,1
CedarCreek,283,Chelonus(Microchelonus) undet,2002,2
CedarCreek,283,Perilampus undet,2002,1
CedarCreek,283,Phthiria undet,2003,1
CedarCreek,283,Phthiria undet,2006,1
CedarCreek,283,Aceratagallia sanguinolenta,2004,1
CedarCreek,283,Urosigalphus undet,2004,1
CedarCreek,283,Urosigalphus undet,2006,1
CedarCreek,283,Nysius niger,2005,9
CedarCreek,283,Proformica neogagates,2005,1
CedarCreek,283,Euxoa undet,2005,1
CedarCreek,283,Xysticus undet,2006,1
CedarCreek,283,Schoenomyza undet,2006,1
CedarCreek,283,Stictopleurus punctiventris,2006,2
CedarCreek,286,Argiope undet,1996,2
CedarCreek,286,Argiope undet,1998,1
CedarCreek,286,Tetragnatha undet,1996,1
CedarCreek,286,Tetragnatha undet,1997,2
CedarCreek,286,Tetragnatha undet,1998,1
CedarCreek,286,Tetragnatha undet,1999,1
CedarCreek,286,Tetragnatha undet,2002,1
CedarCreek,286,Chauliognathus pennsylvanicus,1996,2
CedarCreek,286,Chauliognathus pennsylvanicus,1997,1
CedarCreek,286,Chauliognathus pennsylvanicus,2002,1
CedarCreek,286,Mordellistena undet,1996,1
CedarCreek,286,Agromyza undet,1996,13
CedarCreek,286,Agromyza undet,2000,1
CedarCreek,286,Agromyza undet,2004,1
CedarCreek,286,Incertella undet,1996,5
CedarCreek,286,Incertella undet,1998,1
CedarCreek,286,Incertella undet,1999,1
CedarCreek,286,Incertella undet,2000,1
CedarCreek,286,Incertella undet,2002,4
CedarCreek,286,Olcella undet,1996,3
CedarCreek,286,Olcella undet,1997,1
CedarCreek,286,Olcella undet,2006,3
CedarCreek,286,Oscinella undet,1996,1
CedarCreek,286,Oscinella undet,1997,5.5
CedarCreek,286,Oscinella undet,1998,1
CedarCreek,286,Oscinella undet,1999,2
CedarCreek,286,Oscinella undet,2002,2
CedarCreek,286,Medeterus undet,1996,2
CedarCreek,286,Medeterus undet,1997,1
CedarCreek,286,Medeterus undet,1998,2
CedarCreek,286,Medeterus undet,1999,2
CedarCreek,286,Medeterus undet,2005,2
CedarCreek,286,Philygria debilis,1996,1
CedarCreek,286,Philygria debilis,1997,34
CedarCreek,286,Philygria debilis,1998,1
CedarCreek,286,Philygria debilis,1999,1.5
CedarCreek,286,Philygria debilis,2000,1
CedarCreek,286,Philygria debilis,2002,2
CedarCreek,286,Philygria debilis,2004,1
CedarCreek,286,Tephrochlamys undet,1996,1
CedarCreek,286,Sphaerophoria undet,1996,1
CedarCreek,286,Ligyrocoris diffusus,1996,2
CedarCreek,286,Ligyrocoris diffusus,2003,1
CedarCreek,286,Trigonotylus coelestialium,1996,3
CedarCreek,286,Trigonotylus coelestialium,1997,1.5
CedarCreek,286,Trigonotylus coelestialium,2006,2
CedarCreek,286,Nabis americoferus,1996,9
CedarCreek,286,Nabis americoferus,1999,1
CedarCreek,286,Nabis americoferus,2004,3
CedarCreek,286,Nabis americoferus,2005,1
CedarCreek,286,Macrosteles fascifrons,1996,1
CedarCreek,286,Macrosteles fascifrons,1997,2
CedarCreek,286,Macrosteles fascifrons,1998,1
CedarCreek,286,Macrosteles fascifrons,1999,1
CedarCreek,286,Macrosteles fascifrons,2000,2
CedarCreek,286,Macrosteles fascifrons,2002,2
CedarCreek,286,Macrosteles fascifrons,2004,9
CedarCreek,286,Macrosteles fascifrons,2005,3
CedarCreek,286,Macrosteles fascifrons,2006,2
CedarCreek,286,Delphacodes undet,1996,2
CedarCreek,286,Delphacodes undet,1998,1
CedarCreek,286,Tetrastichus undet,1996,43
CedarCreek,286,Tetrastichus undet,1997,15
CedarCreek,286,Tetrastichus undet,1998,10
CedarCreek,286,Tetrastichus undet,1999,22
CedarCreek,286,Tetrastichus undet,2000,10
CedarCreek,286,Tetrastichus undet,2003,3
CedarCreek,286,Tetrastichus undet,2004,1
CedarCreek,286,Tetrastichus undet,2006,4
CedarCreek,286,Monomorium minimum,1996,4
CedarCreek,286,Monomorium minimum,1997,6
CedarCreek,286,Monomorium minimum,1998,5
CedarCreek,286,Monomorium minimum,1999,10.5
CedarCreek,286,Monomorium minimum,2000,2
CedarCreek,286,Monomorium minimum,2002,2
CedarCreek,286,Monomorium minimum,2004,3
CedarCreek,286,Monomorium minimum,2005,5
CedarCreek,286,Monomorium minimum,2006,6
CedarCreek,286,Crambus undet,1996,2
CedarCreek,286,Crambus undet,1997,1
CedarCreek,286,Crambus undet,2000,1
CedarCreek,286,Melanoplus femurrubrum,1996,2
CedarCreek,286,Melanoplus femurrubrum,1997,12
