LTER	Dataset	Species	Abundance.trend
Phoenix	pitfall1	Embiidina	-2.31772218661201
Phoenix	pitfall1	Emblethis	2.3362991953357
Phoenix	pitfall1	Empididae	1.35122414348641
Phoenix	pitfall1	Empoasca	-1.18486682653328
Phoenix	pitfall1	Encyrtidae	1.34415204619913
Phoenix	pitfall1	Enicocephalidae	0.184755729765138
Phoenix	pitfall1	Entomobryidae	0.641299137084436
Phoenix	pitfall1	Eperigone	-0.139074295394421
Phoenix	pitfall1	Ephebomyrmex	-1.08423291235882
Phoenix	pitfall1	Ephydridae	1.51617909043974
Phoenix	pitfall1	Eremobatidae	-0.122953452488619
Phoenix	pitfall1	Eremosaprinus	1.75933789562039
Phoenix	pitfall1	Erigone	-2.13680669339624
Phoenix	pitfall1	Eriosomatidae	-0.183789303424584
Phoenix	pitfall1	Erythraeidae	1.84858608685351
Phoenix	pitfall1	Erythraeoidea	0.0327883425342959
Phoenix	pitfall1	Eucyllus	1.82552084829355
Phoenix	pitfall1	Euetheola	-0.46428743122202
Phoenix	pitfall1	Eulophidae	0.279968820838837
Phoenix	pitfall1	Eupompha	0.490714775275292
Phoenix	pitfall1	Euryopis	0.382015670642831
Phoenix	pitfall1	Exitianus	0.443512761404888
Phoenix	pitfall1	Fanniinae	1.19407065722324
Phoenix	pitfall1	Figitidae	-1.31400395839044
Phoenix	pitfall1	Filistatoides	2.11244455058475
Phoenix	pitfall1	Forelius	-0.766830276699818
Phoenix	pitfall1	Forelius mccooki	2.46500452371675
Phoenix	pitfall1	Forelius pruinosus	1.40397844610767
Phoenix	pitfall1	Formicidae	-2.64619915587678
Phoenix	pitfall1	Formicilla	-0.815842716142088
Phoenix	pitfall1	Gastropoda (not an arthropod)	-1.63488781531996
Phoenix	pitfall1	Gelechiidae	1.29235190691176
Phoenix	pitfall1	Geocoris	0.00991619451159725
Phoenix	pitfall1	Geometridae	0.791756138452004
Phoenix	pitfall1	Geomysaprinus (Priscosaprinus)	-0.790631638086851
Phoenix	pitfall1	Glenognatha	2.60043838178325
Phoenix	pitfall1	Gloridonus	-0.438926087733075
Phoenix	pitfall1	Glyptina	-1.47030302458805
Phoenix	pitfall1	Gnaphosa	-0.412480070159034
Phoenix	pitfall1	Gnaphosidae	-0.623059078497195
Phoenix	pitfall1	Gryllacrididae	-1.27516916293613
Phoenix	pitfall1	Gryllidae	-2.68277235413682
Phoenix	pitfall1	Habronattus	1.4002766217494
Phoenix	pitfall1	Hadrurus arizonensis	-1.02980101901563
Phoenix	pitfall1	Halictidae	-6.81259361978964
Phoenix	pitfall1	Hebecephalus	0.155255589823559
Phoenix	pitfall1	Heleomyzidae	-0.222678009293267
Phoenix	pitfall1	Hemerobiidae	-2.86593646548286
Phoenix	pitfall1	Hemiptera	-0.0432495400942671
Phoenix	pitfall1	Henicopidae	1.53135694912263
Phoenix	pitfall1	Heteroderes	0.237456155384458
Phoenix	pitfall1	Hippodamia	0.522913803227579
Phoenix	pitfall1	Histeridae	-1.53703080647476
Phoenix	pitfall1	Hogna	0.584037319792844
Phoenix	pitfall1	Homoptera	1.03319592497769
Phoenix	pitfall1	Horistonotus	0.684129681520758
Phoenix	pitfall1	Hymenoptera	-1.09133487811762
Phoenix	pitfall1	Hypera	0.582598181218545
Phoenix	pitfall1	Hypogastruridae	-0.85441984405096
Phoenix	pitfall1	Hypoponera	-0.600608158002935
Phoenix	pitfall1	Ichneumonidae	-3.70071611730543
Phoenix	pitfall1	Isopoda	-2.0044832873095
Phoenix	pitfall1	Isoptera	-2.77850406049551
Phoenix	pitfall1	Isotomidae	-2.35707384863695
Phoenix	pitfall1	Labidura riparia	-2.25610736988311
Phoenix	pitfall1	Labiidae	-2.61807073412239
Phoenix	pitfall1	Largus	-2.21411756920144
Phoenix	pitfall1	Lathridiidae	-2.85757842134543
Phoenix	pitfall1	Latrodectus	2.75767370434735
Phoenix	pitfall1	Lebia	-1.70676930945207
Phoenix	pitfall1	Leiodidae	-2.09270632582536
Phoenix	pitfall1	Lepidoptera	-2.1713299564386
Phoenix	pitfall1	Lepismatidae	-1.0082273700322
Phoenix	pitfall1	Leptacinus	-1.2729154575595
Phoenix	pitfall1	Ligyrocoris	1.53443078312334
Phoenix	pitfall1	Linepithema	-1.03754981345774
Phoenix	pitfall1	Linyphiidae	-1.76680248211226
Phoenix	pitfall1	Liocranidae	-2.06169311753284
Phoenix	pitfall1	Liorhyssus	1.07208629565011
Phoenix	pitfall1	Loxosceles	-0.8701195723571
Phoenix	pitfall1	Lycosa	-3.15837228851224
Phoenix	pitfall1	Lycosidae	0.0472359458457746
Phoenix	pitfall1	Lygaeidae	-1.98966360819736
Phoenix	pitfall1	Lygaeus	-0.303182556753556
Phoenix	pitfall1	Mantidae	-3.09893797323693
Phoenix	pitfall1	Mantodea	-1.37306658481517
Phoenix	pitfall1	Mecinus	1.54519501435177
Phoenix	pitfall1	Megalostomis	2.51751534891139
Phoenix	pitfall1	Meinertellidae	-1.58848713353738
Phoenix	pitfall1	Melanaethus	1.55568842495408
Phoenix	pitfall1	Melanophthalma	-0.412463026764672
Phoenix	pitfall1	Meloidae	-0.315221697121629
Phoenix	pitfall1	Melyridae	-2.11986501988752
Phoenix	pitfall1	Membracidae	0.801201955117016
Phoenix	pitfall1	Meristhus	-2.02374044579667
Phoenix	pitfall1	Messor	-1.19881640330805
Phoenix	pitfall1	Metoponium	-2.42558220404406
Phoenix	pitfall1	Micaria	0.941707422723386
Phoenix	pitfall1	Microporus	0.655017454317687
Phoenix	pitfall1	Migneauxia	1.53533826245433
Phoenix	pitfall1	Mimetus	-2.67024392289629
Phoenix	pitfall1	Miridae	-2.9114385380887
Phoenix	pitfall1	Monomorium	1.34545262675305
Phoenix	pitfall1	Muscidae	0.139259170689584
Phoenix	pitfall1	Mutillidae	-2.8768409357448
Phoenix	pitfall1	Mycetophagidae	0.56557462280857
Phoenix	pitfall1	Mymaridae	-0.480226979796829
Phoenix	pitfall1	Myrmecocystus	-0.233277195804278
Phoenix	pitfall1	Myrmeleontidae	0.145331934855533
Phoenix	pitfall1	Nabidae	-1.5010283616711
Phoenix	pitfall1	Nabis	1.53380562110769
Phoenix	pitfall1	Neivamyrmex	-1.45131342103717
Phoenix	pitfall1	Neoanagraphis	1.09572971765316
Phoenix	pitfall1	Neobisnius	-0.0514812380417421
Phoenix	pitfall1	Nesticidae	-1.79110566014962
Phoenix	pitfall1	Neuroptera	-0.196453022661626
Phoenix	pitfall1	Niesthrea	0.04408920547438
Phoenix	pitfall1	Nitidulidae	-2.91447621595654
Phoenix	pitfall1	Nocibiotes	2.64695570365814
Phoenix	pitfall1	Nocibiotes granulatus	2.37572154403916
Phoenix	pitfall1	Noctuidae	1.71875017030976
Phoenix	pitfall1	Notiophilus	0.232494027870287
Phoenix	pitfall1	Novomessor cockerelli	1.18277924959009
Phoenix	pitfall1	Nysius	-0.503299439264005
Phoenix	pitfall1	Odontomachus	-1.46732802009712
Phoenix	pitfall1	Oecobiidae	-1.55831095387436
Phoenix	pitfall1	Oecobius	0.736622085787811
Phoenix	pitfall1	Oligotomidae	1.57190958156408
Phoenix	pitfall1	Oonopidae	-0.407198243115841
Phoenix	pitfall1	Opiliones	-1.6723924979048
Phoenix	pitfall1	Oribatida	2.04595237081227
Phoenix	pitfall1	Orius	2.07606300634738
Phoenix	pitfall1	Osorius	-0.185498682857267
Phoenix	pitfall1	Oxyopes	0.199908353647789
Phoenix	pitfall1	Oxyopidae	-2.07313333973189
Phoenix	pitfall1	Ozognathus	-0.559108858888219
Phoenix	pitfall1	Pachybrachis	-0.117115853470788
Phoenix	pitfall1	Pangaeus	2.11172614864782
Phoenix	pitfall1	Papusus	1.17373885951214
Phoenix	pitfall1	Paratrechina	-3.36337170256768
Phoenix	pitfall1	Pardosa	-0.309927659372593
Phoenix	pitfall1	Pentatomidae	-0.627435970958322
Phoenix	pitfall1	Pheidole	1.00155794269881
Phoenix	pitfall1	Pheidole desertorum	-2.29110370435236
Phoenix	pitfall1	Pheidole floridana	0.251492460479542
Phoenix	pitfall1	Pheidole gilvescens	-1.47665532853124
Phoenix	pitfall1	Pheidole sciophila	-1.52705088628347
Phoenix	pitfall1	Pheidole tetra	1.34702097182983
Phoenix	pitfall1	Pheidole tucsonica	1.90651367396082
Phoenix	pitfall1	Phelister	-1.78602806909351
Phoenix	pitfall1	Phlaeothripidae	1.42190885321398
Phoenix	pitfall1	Pholcidae	0.364471306603757
Phoenix	pitfall1	Phoridae	0.860412735849177
Phoenix	pitfall1	Phthiria	2.45391117149339
Phoenix	pitfall1	Phyllotreta	0.828054230143011
Phoenix	pitfall1	Phytocoris	2.6944923826369
Phoenix	pitfall1	Pinacodera	0.265132927765278
Phoenix	pitfall1	Platydracus	-1.86650025950819
Phoenix	pitfall1	Platystethus	-2.46178976523941
Phoenix	pitfall1	Platytomus	1.47973934338424
Phoenix	pitfall1	Plectreuridae	-1.06048890594013
Phoenix	pitfall1	Poecilus	-1.80883814751912
Phoenix	pitfall1	Pogonomyrmex	-1.12390282786346
Phoenix	pitfall1	Pogonomyrmex californicus	-1.03253331751469
Phoenix	pitfall1	Pogonomyrmex maricopa	2.10632080538896
Phoenix	pitfall1	Pogonomyrmex rugosus	0.148604331063694
Phoenix	pitfall1	Polyphagidae	-1.1684480434843
Phoenix	pitfall1	Pompilidae	-0.0297657475717
Phoenix	pitfall1	Pronotacantha	0.190985490060338
Phoenix	pitfall1	Prytanes	0.24532349812278
Phoenix	pitfall1	Pseudoscorpiones	-2.35906578949014
Phoenix	pitfall1	Psilochorus	-0.705980233941735
Phoenix	pitfall1	Psocoptera	-2.60046720333456
Phoenix	pitfall1	Psyllidae	-1.8122858816064
Phoenix	pitfall1	Pteromalidae	0.621392153731754
Phoenix	pitfall1	Pterostichus	-1.02436177375455
Phoenix	pitfall1	Ptomaphagus	1.50135577734986
Phoenix	pitfall1	Pyralidae	1.56607425142685
Phoenix	pitfall1	Pyramica	0.789555832660598
Phoenix	pitfall1	Reduviidae	-1.80519423858515
Phoenix	pitfall1	Rhaphidophorinae	0.243309191346064
Phoenix	pitfall1	Rhopalidae	-1.41134464716525
Phoenix	pitfall1	Salticidae	-0.568904126494613
Phoenix	pitfall1	Sarcophagidae	0.659621213518972
Phoenix	pitfall1	Scale Insects	-2.49880825973134
Phoenix	pitfall1	Scaphiella	2.56126177840223
Phoenix	pitfall1	Scarabaeidae	-1.08870568919938
Phoenix	pitfall1	Scarites	-1.53403991736225
Phoenix	pitfall1	Scatopsidae	-1.83249869340768
Phoenix	pitfall1	Scelionidae	1.83718134623192
Phoenix	pitfall1	Sciaridae	0.148631681613033
Phoenix	pitfall1	Sciopithes	0.297948892238032
Phoenix	pitfall1	Sclerogibbidae	-0.249042644043557
Phoenix	pitfall1	Scolopendridae	3.18431449582558
Phoenix	pitfall1	Scolytidae	-2.35178663163
Phoenix	pitfall1	Scopoides	2.16831592768856
Phoenix	pitfall1	Scorpiones	-1.89513062796047
Phoenix	pitfall1	Scutigeridae	1.57018469278978
Phoenix	pitfall1	Scymnus	-3.26886291404515
Phoenix	pitfall1	Scytodes	0.543278871802819
Phoenix	pitfall1	Scytodidae	-1.483254700453
Phoenix	pitfall1	Selenophorus	-1.96196799080772
Phoenix	pitfall1	Sinea	2.69797437868854
Phoenix	pitfall1	Sminthuridae	2.39055248430667
Phoenix	pitfall1	Solenopsis	-2.73113968139153
Phoenix	pitfall1	Solenopsis amblychila	0.358621221100577
Phoenix	pitfall1	Solenopsis aurea	-0.784159582450281
Phoenix	pitfall1	Solenopsis xyloni	1.62318413397256
Phoenix	pitfall1	Solenopsis(Diplorhoptrum)	-1.99417783580613
Phoenix	pitfall1	Solpugida	-3.01714223254556
Phoenix	pitfall1	Spanagonicus	1.8191330933685
Phoenix	pitfall1	Sphaeroceridae	3.58086815572544
Phoenix	pitfall1	Sphecidae	-1.4020646321257
Phoenix	pitfall1	Sphenophorus	-0.41516125263672
Phoenix	pitfall1	Spirobolida	-2.08112063812129
Phoenix	pitfall1	Staphylinidae	-1.03803428667081
Phoenix	pitfall1	Steatoda	1.93367178418619
Phoenix	pitfall1	Steriphanus	1.83149818169026
Phoenix	pitfall1	Strumigenys	1.95778646071338
Phoenix	pitfall1	Syntomus	0.254855743955672
Phoenix	pitfall1	Syntomus americanus	-2.33489011454931
Phoenix	pitfall1	Syrphidae	-0.558951043243501
Phoenix	pitfall1	Systena	-1.13117926130856
Phoenix	pitfall1	Tachinidae	0.878020278780304
Phoenix	pitfall1	Tarsonops	2.17687824587389
Phoenix	pitfall1	Tenebrionidae	-1.82503522973431
Phoenix	pitfall1	Tennesseellum	1.79087900455709
Phoenix	pitfall1	Termitidae	2.72869399356075
Phoenix	pitfall1	Tetragnathidae	-0.953622969880561
Phoenix	pitfall1	Tetragonoderus	-0.969371163975074
Phoenix	pitfall1	Tetramorium	-0.801113152934175
Phoenix	pitfall1	Texananus	2.48387517552556
Phoenix	pitfall1	Theridiidae	-1.53644713881429
Phoenix	pitfall1	Thinoxenus	0.391731219180561
Phoenix	pitfall1	Thomisidae	-2.33080309487366
Phoenix	pitfall1	Thripidae	1.5508155129778
Phoenix	pitfall1	Thysanoptera	-2.44777609034177
Phoenix	pitfall1	Thysanura	0.51430583073417
Phoenix	pitfall1	Tingidae	-2.75041715460723
Phoenix	pitfall1	Tiphiidae	-2.54697064942837
Phoenix	pitfall1	Tipulidae	0.322298383848608
Phoenix	pitfall1	Torymidae	2.45993732788755
Phoenix	pitfall1	Trichiasida hirsuta	-0.146961005041911
Phoenix	pitfall1	Trichiasida hispidula	3.38101046322574
Phoenix	pitfall1	Trichochrous	-0.111734504050939
Phoenix	pitfall1	Trichogrammatidae	1.32153883845203
Phoenix	pitfall1	Trichoton	0.631043190068625
Phoenix	pitfall1	Trichoton sordidum	-1.21130135458421
Phoenix	pitfall1	Triorophus	0.82415279042598
Phoenix	pitfall1	Trombidioidea	1.16112562970162
Phoenix	pitfall1	Tymnes	-0.491902556469895
Phoenix	pitfall1	Ulus	2.04187145239052
Phoenix	pitfall1	Vacusus	1.85156359710886
Phoenix	pitfall1	Vaejovidae	1.66303628356131
Phoenix	pitfall1	Xylocoris	2.56629091708959
Phoenix	pitfall1	Xysticus	1.45800000860906
Phoenix	pitfall1	Zabrotes	-0.76952145926717
Phoenix	pitfall1	Zelotes	3.90315619501254
Phoenix	pitfall1	Zophobas	2.87754443840011
Phoenix	pitfall2	Acari	-1.54411952488855
Phoenix	pitfall2	Acrididae	0.874933568111595
Phoenix	pitfall2	Agroeca	-1.58608394738156
Phoenix	pitfall2	Aleyrodidae	0.942658378423495
Phoenix	pitfall2	Alopecosa	-0.272914607384084
Phoenix	pitfall2	Ammotrechidae	-0.710060832958526
Phoenix	pitfall2	Anystidae	-0.236491510082311
Phoenix	pitfall2	Anystoidea	4.73594437708948
Phoenix	pitfall2	Aphididae	-1.21616419745807
Phoenix	pitfall2	Apis	-0.0527226538307728
Phoenix	pitfall2	Araeoschizus	2.18402017474487
Phoenix	pitfall2	Araneida	0.25405814740183
Phoenix	pitfall2	Argoporis	-2.72781231210727
Phoenix	pitfall2	Bdellidae	-2.49615654915861
Phoenix	pitfall2	Bethylidae	0.175052202599785
Phoenix	pitfall2	Caeculidae	-1.68545361813029
Phoenix	pitfall2	Camponotus	-0.879970771286162
Phoenix	pitfall2	Carabidae	0.983502242664752
Phoenix	pitfall2	Cecidomyiidae	-2.46221244586366
Phoenix	pitfall2	Ceraticelus	-1.72595500288664
Phoenix	pitfall2	Chalcidoidea	0.788719106488268
Phoenix	pitfall2	Chironomidae	-1.87846720114477
Phoenix	pitfall2	Chloropidae	0.0428928328484631
Phoenix	pitfall2	Chrysomelidae	0.923027285064513
Phoenix	pitfall2	Chrysopidae	1.28385875067472
Phoenix	pitfall2	Chyphotes	-2.94892440995971
Phoenix	pitfall2	Cicadellidae	-1.36570051724113
Phoenix	pitfall2	Coccoidea	-1.8774266346994
Phoenix	pitfall2	Coleoptera	-2.48600262139264
Phoenix	pitfall2	Collembola	0.181592711057592
Phoenix	pitfall2	Cononotus	-2.65224434831966
Phoenix	pitfall2	Crematogaster	-3.19815573205188
Phoenix	pitfall2	Cryptoglossa	0.996140395380299
Phoenix	pitfall2	Cryptoglossa muricatus	1.18884632941144
Phoenix	pitfall2	Diptera	-0.151435821925926
Phoenix	pitfall2	Dorymyrmex	-2.71177020868497
Phoenix	pitfall2	Dorymyrmex insanus	-1.62423759411231
Phoenix	pitfall2	Drassyllus	0.732178528595997
Phoenix	pitfall2	Eleodes armatus	-0.663228690661737
Phoenix	pitfall2	Emblethis	2.88366905254955
Phoenix	pitfall2	Entomobryidae	1.91576974931838
Phoenix	pitfall2	Erythraeidae	2.30199254187725
Phoenix	pitfall2	Erythraeoidea	0.126775757070009
Phoenix	pitfall2	Eusattus	-0.763640515270783
Phoenix	pitfall2	Forelius	1.63165591917989
Phoenix	pitfall2	Forelius mccooki	-0.572102943521043
Phoenix	pitfall2	Forelius pruinosus	-3.06844321000551
Phoenix	pitfall2	Formicidae	-2.27240504464054
Phoenix	pitfall2	Gnaphosidae	0.326076023391863
Phoenix	pitfall2	Gryllidae	-0.880635673557366
Phoenix	pitfall2	Habronattus	-1.57509919761942
Phoenix	pitfall2	Hadrurus arizonensis	2.11560092525257
Phoenix	pitfall2	Hemiptera	2.88896956121689
Phoenix	pitfall2	Hypogastruridae	0.0527709288737475
Phoenix	pitfall2	Isopoda	-1.81480013913325
Phoenix	pitfall2	Isotomidae	-0.579818473063142
Phoenix	pitfall2	Lepidoptera	1.99393027298976
Phoenix	pitfall2	Lepismatidae	-2.18498902932205
Phoenix	pitfall2	Linyphiidae	0.854541671664533
Phoenix	pitfall2	Lycosidae	-1.66928064336043
Phoenix	pitfall2	Lygaeidae	-2.55079141970285
Phoenix	pitfall2	Mantidae	2.6576147206663
Phoenix	pitfall2	Mantodea	-1.7596101308405
Phoenix	pitfall2	Mecinus	2.54807948574826
Phoenix	pitfall2	Meinertellidae	-2.08617441468735
Phoenix	pitfall2	Miridae	0.521349387993038
Phoenix	pitfall2	Monomorium	-3.84082813796772
Phoenix	pitfall2	Mutillidae	-0.464955323758283
Phoenix	pitfall2	Myrmecocystus	-2.08733454457042
Phoenix	pitfall2	Myrmeleontidae	-0.480853618740283
Phoenix	pitfall2	Neivamyrmex	1.85021569415002
Phoenix	pitfall2	Nocibiotes	0.28373103208764
Phoenix	pitfall2	Noctuidae	-2.37350735370192
Phoenix	pitfall2	Novomessor cockerelli	-2.78632619750392
Phoenix	pitfall2	Oecobius	-3.03365090037088
Phoenix	pitfall2	Opiliones	-2.63107527843791
Phoenix	pitfall2	Oribatida	-0.199217833098347
Phoenix	pitfall2	Oxyopes	-2.55894024718878
Phoenix	pitfall2	Paravaejovis spinigerus	1.39734493368026
Phoenix	pitfall2	Pardosa	-1.22565605135856
Phoenix	pitfall2	Pheidole	-0.872898282467393
Phoenix	pitfall2	Pheidole desertorum	-2.98375581915287
Phoenix	pitfall2	Phoridae	1.09305416376057
Phoenix	pitfall2	Phyllotreta	-4.17185756135525
Phoenix	pitfall2	Pogonomyrmex rugosus	-1.30200663146175
Phoenix	pitfall2	Pseudoscorpiones	-1.3656977765188
Phoenix	pitfall2	Psilochorus	-2.75797319961915
Phoenix	pitfall2	Psocoptera	0.774811304737612
Phoenix	pitfall2	Ptomaphagus	-1.18988332204887
Phoenix	pitfall2	Salticidae	0.217835086003335
Phoenix	pitfall2	Sciaridae	-0.362355878432469
Phoenix	pitfall2	Scolopendridae	-0.510661503515216
Phoenix	pitfall2	Sminthuridae	-2.12344619989093
Phoenix	pitfall2	Solenopsis	-0.988546507425457
Phoenix	pitfall2	Solenopsis amblychila	-0.299550921770578
Phoenix	pitfall2	Solenopsis xyloni	-1.49553329342937
Phoenix	pitfall2	Solifugae	-1.1449354642591
Phoenix	pitfall2	Spirobolida	-2.07319205398445
Phoenix	pitfall2	Staphylinidae	1.62145557436246
Phoenix	pitfall2	Steatoda	0.130791079509187
Phoenix	pitfall2	Steriphanus	2.77436584945927
Phoenix	pitfall2	Syntomus	-1.13749195556686
Phoenix	pitfall2	Tarsonops	-1.69679793496449
Phoenix	pitfall2	Tenebrionidae	-2.00608207049316
Phoenix	pitfall2	Tennesseellum	-0.936141595064452
Phoenix	pitfall2	Termitidae	-2.5034292662599
Phoenix	pitfall2	Tetramorium	-3.74467888375382
Phoenix	pitfall2	Theridiidae	2.72777072680309
Phoenix	pitfall2	Thinoxenus	-0.0345168796701324
Phoenix	pitfall2	Thripidae	-1.51314778422101
Phoenix	pitfall2	Trichiasida hispidula	2.04611129991415
Phoenix	pitfall2	Triorophus	1.84288536431069
Phoenix	pitfall2	Trombidioidea	-0.688418571663842
Phoenix	pitfall2	Vaejovidae	-2.83293864153343
Phoenix	pitfall2	Xysticus	-1.54572110457131
Phoenix	pitfall2	Zelotes	1.58888526159205
Phoenix	Sweep	Acari	-2.54217449856942
Phoenix	Sweep	Aleyrodidae	1.57701890869143
Phoenix	Sweep	Anthocoridae	1.85827973794499
Phoenix	Sweep	Aphididae	2.14026508371822
Phoenix	Sweep	Braconidae	1.52121676539202
Phoenix	Sweep	Bruchidae	-0.269841339617547
Phoenix	Sweep	Cecidomyiidae	-1.70527159097803
Phoenix	Sweep	Chalcidoidea	0.79753521980056
Phoenix	Sweep	Chironomidae	-1.96103126272395
Phoenix	Sweep	Chloropidae	2.31296461351303
Phoenix	Sweep	Chrysopidae	0.41816260045759
Phoenix	Sweep	Cicadellidae	1.89483634480063
Phoenix	Sweep	Coccinellidae	0.924087038949872
Phoenix	Sweep	Coccoidea	-0.319856684654464
Phoenix	Sweep	Coleoptera	2.13333333330801
Phoenix	Sweep	Collembola	-0.194767951434894
Phoenix	Sweep	Curculionidae	1.15427763645319
Phoenix	Sweep	Delphacidae	1.15649160913416
Phoenix	Sweep	Dictynidae	-1.58595703547068
Phoenix	Sweep	Diptera	2.30032561358547
Phoenix	Sweep	Empididae	2.40122816066808
Phoenix	Sweep	Formicidae	-1.38548244450843
Phoenix	Sweep	Geometridae	-1.76934606983121
Phoenix	Sweep	Hemiptera	1.6014779798438
Phoenix	Sweep	Hymenoptera	-1.96531385038152
Phoenix	Sweep	Ichneumonidae	2.207035464224
Phoenix	Sweep	Lepidoptera	-1.71972468733198
Phoenix	Sweep	Linyphiidae	2.13333333330692
Phoenix	Sweep	Lygaeidae	-1.22754619024025
Phoenix	Sweep	Melyridae	-0.586174210964681
Phoenix	Sweep	Membracidae	-0.310946374502229
Phoenix	Sweep	Miridae	-2.26793054927448
Phoenix	Sweep	Muscidae	-1.47909018387084
Phoenix	Sweep	Pentatomidae	0.780386421397362
Phoenix	Sweep	Psocoptera	-1.06666664824415
Phoenix	Sweep	Psyllidae	-1.08365675536609
Phoenix	Sweep	Rhopalidae	2.23693614065623
Phoenix	Sweep	Salticidae	0.0717977240418983
Phoenix	Sweep	Thomisidae	1.46378079340705
Phoenix	Sweep	Thysanoptera	-1.64396493560631
Phoenix	Sweep	Tingidae	0.90197308158763
Sevilleta	Grasshoppers	ACPI	0
Sevilleta	Grasshoppers	AGDE	1.56796682522917
Sevilleta	Grasshoppers	AMCO	1.17342511900452
Sevilleta	Grasshoppers	ARCO	0.982929497144514
Sevilleta	Grasshoppers	ARPS	-2.77769473882305
Sevilleta	Grasshoppers	AUEL	0.491226139086245
Sevilleta	Grasshoppers	AUFE	-2.37559420757388
Sevilleta	Grasshoppers	BOAR	1.14223472247611
Sevilleta	Grasshoppers	BRMA	-1.19986770555031
Sevilleta	Grasshoppers	CIPA	1.23725350783396
Sevilleta	Grasshoppers	COCR	1.40745741526846
Sevilleta	Grasshoppers	COOC	0.782498134982793
Sevilleta	Grasshoppers	DABI	-0.267220316716772
Sevilleta	Grasshoppers	ERSI	1.61815109599867
Sevilleta	Grasshoppers	HATR	-0.198430326766161
Sevilleta	Grasshoppers	HERU	0.141993119654582
Sevilleta	Grasshoppers	HEVI	-1.48584426294372
Sevilleta	Grasshoppers	HICA	0
Sevilleta	Grasshoppers	LEWH	-1.962001022011
Sevilleta	Grasshoppers	MEAR	3.0530868348211
Sevilleta	Grasshoppers	MEAR2	-2.32774091139783
Sevilleta	Grasshoppers	MEBO	-0.920058489555913
Sevilleta	Grasshoppers	MEGL	-2.091987862862
Sevilleta	Grasshoppers	MELA	-1.11370085682084
Sevilleta	Grasshoppers	MEPL	0
Sevilleta	Grasshoppers	MESA	2.40303521812237
Sevilleta	Grasshoppers	MESP	0.618942836143083
Sevilleta	Grasshoppers	METE	1.1428571360432
Sevilleta	Grasshoppers	NONE	1.46584116970456
Sevilleta	Grasshoppers	OPOB	-1.83890756090226
Sevilleta	Grasshoppers	PAPA	1.35336882823589
Sevilleta	Grasshoppers	PAWY	0
Sevilleta	Grasshoppers	PHNE	0
Sevilleta	Grasshoppers	PHQU	0.859435109150539
Sevilleta	Grasshoppers	PSDE	0.822417467820398
Sevilleta	Grasshoppers	PSTE	1.28973257940865
Sevilleta	Grasshoppers	SYMO	-1.01612014661
Sevilleta	Grasshoppers	TRCA	0.25239880623308
Sevilleta	Grasshoppers	TRFO	-2.04442927219159
Sevilleta	Grasshoppers	TRFR	-0.827579998474823
Sevilleta	Grasshoppers	TRKI	-2.31574176830513
Sevilleta	Grasshoppers	TRME	-3.33333329219518
Sevilleta	Grasshoppers	TRPA	-0.43422781627713
Sevilleta	Grasshoppers	TRPI	-1.97849381212838
Sevilleta	Grasshoppers	XACO	0.293920020652188
Sevilleta	Pitfall	1_1	2.8061169288549
Sevilleta	Pitfall	1_NYM	-2.55422682867844
Sevilleta	Pitfall	ACA_PIP	0.707020365084867
Sevilleta	Pitfall	ACR_NYM	2.61770589401304
Sevilleta	Pitfall	ALO_KOC	-0.0603616948871601
Sevilleta	Pitfall	AMP_COL	-2.66666666663172
Sevilleta	Pitfall	ARA_DEC	1.20088552741938
Sevilleta	Pitfall	ARE_1	-1.26544875163911
Sevilleta	Pitfall	ARG_RUF	-2.7224873653041
Sevilleta	Pitfall	ARP_CON	1.70735054640167
Sevilleta	Pitfall	ARP_PSE	-1.83717767524138
Sevilleta	Pitfall	AUL_ELL	-1.17152774290249
Sevilleta	Pitfall	BLA_PIM	-0.107201453329673
Sevilleta	Pitfall	BOO_ARG	0.601823796279767
Sevilleta	Pitfall	CAS_OCC	1.62441705726654
Sevilleta	Pitfall	CIB_PAR	1.60553062327483
Sevilleta	Pitfall	CIC_1	1.04177707984939
Sevilleta	Pitfall	CLU_1	2.49970372323175
Sevilleta	Pitfall	CYC_COM	1.09163117650367
Sevilleta	Pitfall	CYM_PUN	-0.483809875707106
Sevilleta	Pitfall	DAC_BIC	-1.58403774794097
Sevilleta	Pitfall	DAI_HAS	0.0928609065330593
Sevilleta	Pitfall	DIP_1	1.21908588433661
Sevilleta	Pitfall	DIP_SUB	0.055265183528164
Sevilleta	Pitfall	DRA_DRO	0.207155385087439
Sevilleta	Pitfall	DRA_MEX	-3.34929985144289
Sevilleta	Pitfall	DRA_MUM	1.42302057466252
Sevilleta	Pitfall	DRD_GOS	-0.156837238164582
Sevilleta	Pitfall	EBO_PAR	-2.33931506498827
Sevilleta	Pitfall	ELE_CAU	0.598103427272073
Sevilleta	Pitfall	ELE_EXT	-2.70922776677841
Sevilleta	Pitfall	ELE_HIS	2.58477610384421
Sevilleta	Pitfall	ELE_LON	0.361286833029987
Sevilleta	Pitfall	ELE_OBS	0.569064214734538
Sevilleta	Pitfall	EMB_VIC	0.44497778119046
Sevilleta	Pitfall	ERE_PAL	-2.54083238192951
Sevilleta	Pitfall	ERE_SCU	-1.55709640591485
Sevilleta	Pitfall	ERE_SUB	1.00672964098539
Sevilleta	Pitfall	ERI_SIM	1.94253745675509
